,number,name,type,ability,hidden_ability,gender_ratio,hatch_cycle,egg_group,Base_Experience_Yield,height,weight,leveling_rate,color,base_friendship,category,gen
748,#0748,Toxapex,Poison / Water,Merciless / Limber,Regenerator,"50% male, 50% female",20cycles,Water 1,173.0,0.7,14.5,Medium Fast,Blue,70.0,Brutal Star Pokémon,7
749,#0749,Mudbray,Ground,Own Tempo / Stamina,Inner Focus,"50% male, 50% female",20cycles,Field,77.0,1.0,110.0,Medium Fast,Brown,70.0,Donkey Pokémon,7
750,#0750,Mudsdale,Ground,Own Tempo / Stamina,Inner Focus,"50% male, 50% female",20cycles,Field,175.0,2.5,920.0,Medium Fast,Brown,70.0,Draft Horse Pokémon,7
751,#0751,Dewpider,Water / Bug,Water Bubble,Water Absorb,"50% male, 50% female",15cycles,Water 1 / Bug,54.0,0.3,4.0,Medium Fast,Green,70.0,Water Bubble Pokémon,7
752,#0752,Araquanid,Water / Bug,Water Bubble,Water Absorb,"50% male, 50% female",15cycles,Water 1 / Bug,159.0,1.8,82.0,Medium Fast,Green,70.0,Water Bubble Pokémon,7
753,#0753,Fomantis,Grass,Leaf Guard,Contrary,"50% male, 50% female",20cycles,Grass,50.0,0.3,1.5,Medium Fast,Pink,70.0,Sickle Grass Pokémon,7
754,#0754,Lurantis,Grass,Leaf Guard,Contrary,"50% male, 50% female",20cycles,Grass,168.0,0.9,18.5,Medium Fast,Pink,70.0,Bloom Sickle Pokémon,7
755,#0755,Morelull,Grass / Fairy,Illuminate / Effect Spore,Rain Dish,"50% male, 50% female",20cycles,Grass,57.0,0.2,1.5,Medium Fast,Purple,70.0,Illuminating Pokémon,7
756,#0756,Shiinotic,Grass / Fairy,Illuminate / Effect Spore,Rain Dish,"50% male, 50% female",20cycles,Grass,142.0,1.0,11.5,Medium Fast,Purple,70.0,Illuminating Pokémon,7
757,#0757,Salandit,Poison / Fire,Corrosion,Oblivious,"87.5% male, 12.5% female",20cycles,Monster / Dragon,64.0,0.6,4.8,Medium Fast,Black,70.0,Toxic Lizard Pokémon,7
758,#0758,Salazzle,Poison / Fire,Corrosion,Oblivious,100% female,20cycles,Monster / Dragon,168.0,1.2,22.2,Medium Fast,Black,70.0,Toxic Lizard Pokémon,7
759,#0759,Stufful,Normal / Fighting,Fluffy / Klutz,Cute Charm,"50% male, 50% female",15cycles,Field,68.0,0.5,6.8,Medium Fast,Pink,70.0,Flailing Pokémon,7
760,#0760,Bewear,Normal / Fighting,Fluffy / Klutz,Unnerve,"50% male, 50% female",15cycles,Field,175.0,2.1,135.0,Medium Fast,Pink,70.0,Strong Arm Pokémon,7
761,#0761,Bounsweet,Grass,Leaf Guard / Oblivious,Sweet Veil,100% female,20cycles,Grass,42.0,0.3,3.2,Medium Slow,Purple,70.0,Fruit Pokémon,7
762,#0762,Steenee,Grass,Leaf Guard / Oblivious,Sweet Veil,100% female,20cycles,Grass,102.0,0.7,8.2,Medium Slow,Purple,70.0,Fruit Pokémon,7
763,#0763,Tsareena,Grass,Leaf Guard / Queenly Majesty,Sweet Veil,100% female,20cycles,Grass,230.0,1.2,21.4,Medium Slow,Purple,70.0,Fruit Pokémon,7
764,#0764,Comfey,Fairy,Flower Veil / Triage,Natural Cure,"25% male, 75% female",20cycles,Grass,170.0,0.1,0.3,Fast,Green,70.0,Posy Picker Pokémon,7
765,#0765,Oranguru,Normal / Psychic,Inner Focus / Telepathy,Symbiosis,"50% male, 50% female",20cycles,Field,172.0,1.5,76.0,Slow,White,70.0,Sage Pokémon,7
766,#0766,Passimian,Fighting,Receiver,Defiant,"50% male, 50% female",20cycles,Field,172.0,2.0,82.8,Slow,White,70.0,Teamwork Pokémon,7
767,#0767,Wimpod,Bug / Water,Wimp Out,None,"50% male, 50% female",20cycles,Bug / Water 3,46.0,0.5,12.0,Medium Fast,Gray,70.0,Turn Tail Pokémon,7
768,#0768,Golisopod,Bug / Water,Emergency Exit,None,"50% male, 50% female",20cycles,Bug / Water 3,186.0,2.0,108.0,Medium Fast,Gray,70.0,Hard Scale Pokémon,7
769,#0769,Sandygast,Ghost / Ground,Water Compaction,Sand Veil,"50% male, 50% female",15cycles,Amorphous,64.0,0.5,70.0,Medium Fast,Brown,70.0,Sand Heap Pokémon,7
770,#0770,Palossand,Ghost / Ground,Water Compaction,Sand Veil,"50% male, 50% female",15cycles,Amorphous,168.0,1.3,250.0,Medium Fast,Brown,70.0,Sand Castle Pokémon,7
771,#0771,Pyukumuku,Water,Innards Out,Unaware,"50% male, 50% female",15cycles,Water 1,144.0,0.3,1.2,Fast,Black,70.0,Sea Cucumber Pokémon,7
772,#0772,Type: Null,Normal,Battle Armor,None,Gender unknown,120cycles,No Eggs Discovered,107.0,1.9,120.5,Slow,Gray,0.0,Synthetic Pokémon,7
773,#0773,Silvally,Normal,RKS System,None,Gender unknown,120cycles,No Eggs Discovered,257.0,2.3,100.5,Slow,Gray,0.0,Synthetic Pokémon,7
774,#0774,Minior,Rock / Flying,Shields Down,None,Gender unknown,25cycles,Mineral,154.0,0.3,40.0,Medium Slow,Brown,70.0,Meteor Pokémon,7
775,#0775,Komala,Normal,Comatose,None,"50% male, 50% female",20cycles,Field,168.0,0.4,19.9,Slow,Blue,70.0,Drowsing Pokémon,7
776,#0776,Turtonator,Fire / Dragon,Shell Armor,None,"50% male, 50% female",20cycles,Monster / Dragon,170.0,2.0,212.0,Medium Fast,Red,70.0,Blast Turtle Pokémon,7
777,#0777,Togedemaru,Electric / Steel,Iron Barbs / Lightning Rod,Sturdy,"50% male, 50% female",10cycles,Field / Fairy,152.0,0.3,3.3,Medium Fast,Gray,70.0,Roly-Poly Pokémon,7
778,#0778,Mimikyu,Ghost / Fairy,Disguise,None,"50% male, 50% female",20cycles,Amorphous,167.0,0.2,0.7,Medium Fast,Yellow,70.0,Disguise Pokémon,7
779,#0779,Bruxish,Water / Psychic,Dazzling / Strong Jaw,Wonder Skin,"50% male, 50% female",15cycles,Water 2,166.0,0.9,19.0,Medium Fast,Pink,70.0,Gnash Teeth Pokémon,7
780,#0780,Drampa,Normal / Dragon,Berserk / Sap Sipper,Cloud Nine,"50% male, 50% female",20cycles,Monster / Dragon,170.0,3.0,185.0,Medium Fast,White,70.0,Placid Pokémon,7
781,#0781,Dhelmise,Ghost / Grass,Steelworker,None,Gender unknown,25cycles,Mineral,181.0,3.9,210.0,Medium Fast,Green,70.0,Sea Creeper Pokémon,7
782,#0782,Jangmo-o,Dragon,Bulletproof / Soundproof,Overcoat,"50% male, 50% female",40cycles,Dragon,60.0,0.6,29.7,Slow,Gray,70.0,Scaly Pokémon,7
783,#0783,Hakamo-o,Dragon / Fighting,Bulletproof / Soundproof,Overcoat,"50% male, 50% female",40cycles,Dragon,147.0,1.2,47.0,Slow,Gray,70.0,Scaly Pokémon,7
784,#0784,Kommo-o,Dragon / Fighting,Bulletproof / Soundproof,Overcoat,"50% male, 50% female",40cycles,Dragon,270.0,1.6,78.2,Slow,Gray,70.0,Scaly Pokémon,7
785,#0785,Tapu Koko,Electric / Fairy,Electric Surge,Telepathy,Gender unknown,15cycles,No Eggs Discovered,257.0,1.8,20.5,Slow,Yellow,70.0,Land Spirit Pokémon,7
786,#0786,Tapu Lele,Psychic / Fairy,Psychic Surge,Telepathy,Gender unknown,15cycles,No Eggs Discovered,257.0,1.2,18.6,Slow,Pink,70.0,Land Spirit Pokémon,7
787,#0787,Tapu Bulu,Grass / Fairy,Grassy Surge,Telepathy,Gender unknown,15cycles,No Eggs Discovered,257.0,1.9,45.5,Slow,Red,70.0,Land Spirit Pokémon,7
788,#0788,Tapu Fini,Water / Fairy,Misty Surge,Telepathy,Gender unknown,15cycles,No Eggs Discovered,257.0,1.3,21.2,Slow,Purple,70.0,Land Spirit Pokémon,7
789,#0789,Cosmog,Psychic,Unaware,None,Gender unknown,120cycles,No Eggs Discovered,40.0,0.2,0.1,Slow,Blue,0.0,Nebula Pokémon,7
790,#0790,Cosmoem,Psychic,Sturdy,None,Gender unknown,120cycles,No Eggs Discovered,140.0,0.1,999.9,Slow,Blue,0.0,Protostar Pokémon,7
791,#0791,Solgaleo,Psychic / Steel,Full Metal Body,None,Gender unknown,120cycles,No Eggs Discovered,306.0,3.4,230.0,Slow,White,0.0,Sunne Pokémon,7
792,#0792,Lunala,Psychic / Ghost,Shadow Shield,None,Gender unknown,120cycles,No Eggs Discovered,306.0,4.0,120.0,Slow,Purple,0.0,Moone Pokémon,7
793,#0793,Nihilego,Rock / Poison,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,1.2,55.5,Slow,White,0.0,Parasite Pokémon,7
794,#0794,Buzzwole,Bug / Fighting,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,2.4,333.6,Slow,Red,0.0,Swollen Pokémon,7
795,#0795,Pheromosa,Bug / Fighting,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,1.8,25.0,Slow,White,0.0,Lissome Pokémon,7
796,#0796,Xurkitree,Electric,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,3.8,100.0,Slow,Black,0.0,Glowing Pokémon,7
797,#0797,Celesteela,Steel / Flying,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,9.2,999.9,Slow,Green,0.0,Launch Pokémon,7
798,#0798,Kartana,Grass / Steel,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,0.3,0.1,Slow,White,0.0,Drawn Sword Pokémon,7
799,#0799,Guzzlord,Dark / Dragon,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,5.5,888.0,Slow,Black,0.0,Junkivore Pokémon,7
800,#0800,Necrozma,Psychic,Prism Armor,Neuroforce,Gender unknown,120cycles,No Eggs Discovered,270.0,2.4,230.0,Slow,Black,0.0,Prism Pokémon,7
801,#0801,Magearna,Steel / Fairy,Soul-Heart,None,Gender unknown,120cycles,No Eggs Discovered,270.0,1.0,80.5,Slow,Gray,0.0,Artificial Pokémon,7
802,#0802,Marshadow,Fighting / Ghost,Technician,None,Gender unknown,120cycles,No Eggs Discovered,270.0,0.7,22.2,Slow,Gray,0.0,Gloomdweller Pokémon,7
803,#0803,Poipole,Poison,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,189.0,0.6,1.8,Slow,Purple,0.0,Poison Pin Pokémon,7
804,#0804,Naganadel,Poison / Dragon,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,243.0,3.6,150.0,Slow,Purple,0.0,Poison Pin Pokémon,7
805,#0805,Stakataka,Rock / Steel,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,5.5,820.0,Slow,Gray,0.0,Rampart Pokémon,7
806,#0806,Blacephalon,Fire / Ghost,Beast Boost,None,Gender unknown,120cycles,No Eggs Discovered,257.0,1.8,13.0,Slow,White,0.0,Fireworks Pokémon,7
807,#0807,Zeraora,Electric,Volt Absorb,None,Gender unknown,120cycles,No Eggs Discovered,270.0,1.5,44.5,Slow,Yellow,0.0,Thunderclap Pokémon,7
808,#0808,Meltan,Steel,Magnet Pull,None,Gender unknown,120cycles,No Eggs Discovered,135.0,0.2,8.0,Slow,Gray,0.0,Hex Nut Pokémon,7
809,#0809,Melmetal,Steel,Iron Fist,None,Gender unknown,120cycles,No Eggs Discovered,270.0,2.5,800.0,Slow,Gray,0.0,Hex Nut Pokémon,7
810,#0810,Grookey,Grass,Overgrow,Grassy Surge,"87.5% male, 12.5% female",20cycles,Field / Grass,62.0,0.3,5.0,Medium Slow,Green,50.0,Chimp Pokémon,8
811,#0811,Thwackey,Grass,Overgrow,Grassy Surge,"87.5% male, 12.5% female",20cycles,Field / Grass,147.0,0.7,14.0,Medium Slow,Green,50.0,Beat Pokémon,8
812,#0812,Rillaboom,Grass,Overgrow,Grassy Surge,"87.5% male, 12.5% female",20cycles,Field / Grass,265.0,2.1,90.0,Medium Slow,Green,50.0,Drummer Pokémon,8
813,#0813,Scorbunny,Fire,Blaze,Libero,"87.5% male, 12.5% female",20cycles,Field / Human-Like,62.0,0.3,4.5,Medium Slow,White,50.0,Rabbit Pokémon,8
814,#0814,Raboot,Fire,Blaze,Libero,"87.5% male, 12.5% female",20cycles,Field / Human-Like,147.0,0.6,9.0,Medium Slow,Gray,50.0,Rabbit Pokémon,8
815,#0815,Cinderace,Fire,Blaze,Libero,"87.5% male, 12.5% female",20cycles,Field / Human-Like,265.0,1.4,33.0,Medium Slow,White,50.0,Striker Pokémon,8
816,#0816,Sobble,Water,Torrent,Sniper,"87.5% male, 12.5% female",20cycles,Water 1 / Field,62.0,0.3,4.0,Medium Slow,Blue,50.0,Water Lizard Pokémon,8
817,#0817,Drizzile,Water,Torrent,Sniper,"87.5% male, 12.5% female",20cycles,Water 1 / Field,147.0,0.7,11.5,Medium Slow,Blue,50.0,Water Lizard Pokémon,8
818,#0818,Inteleon,Water,Torrent,Sniper,"87.5% male, 12.5% female",20cycles,Water 1 / Field,265.0,1.9,45.2,Medium Slow,Blue,50.0,Secret Agent Pokémon,8
819,#0819,Skwovet,Normal,Cheek Pouch,Gluttony,"50% male, 50% female",20cycles,Field,55.0,0.3,2.5,Medium Fast,Brown,50.0,Cheeky Pokémon,8
820,#0820,Greedent,Normal,Cheek Pouch,Gluttony,"50% male, 50% female",20cycles,Field,161.0,0.6,6.0,Medium Fast,Brown,50.0,Greedy Pokémon,8
821,#0821,Rookidee,Flying,Keen Eye / Unnerve,Big Pecks,"50% male, 50% female",15cycles,Flying,49.0,0.2,1.8,Medium Slow,Blue,50.0,Tiny Bird Pokémon,8
822,#0822,Corvisquire,Flying,Keen Eye / Unnerve,Big Pecks,"50% male, 50% female",15cycles,Flying,128.0,0.8,16.0,Medium Slow,Blue,50.0,Raven Pokémon,8
823,#0823,Corviknight,Flying / Steel,Pressure / Unnerve,Mirror Armor,"50% male, 50% female",15cycles,Flying,248.0,2.2,75.0,Medium Slow,Purple,50.0,Raven Pokémon,8
824,#0824,Blipbug,Bug,Swarm / Compound Eyes,Telepathy,"50% male, 50% female",15cycles,Bug,36.0,0.4,8.0,Medium Fast,Blue,50.0,Larva Pokémon,8
825,#0825,Dottler,Bug / Psychic,Swarm / Compound Eyes,Telepathy,"50% male, 50% female",15cycles,Bug,117.0,0.4,19.5,Medium Fast,Yellow,50.0,Radome Pokémon,8
826,#0826,Orbeetle,Bug / Psychic,Swarm / Frisk,Telepathy,"50% male, 50% female",15cycles,Bug,253.0,0.4,40.8,Medium Fast,Red,50.0,Seven Spot Pokémon,8
827,#0827,Nickit,Dark,Run Away / Unburden,Stakeout,"50% male, 50% female",15cycles,Field,49.0,0.6,8.9,Fast,Brown,50.0,Fox Pokémon,8
828,#0828,Thievul,Dark,Run Away / Unburden,Stakeout,"50% male, 50% female",15cycles,Field,159.0,1.2,19.9,Fast,Brown,50.0,Fox Pokémon,8
829,#0829,Gossifleur,Grass,Cotton Down / Regenerator,Effect Spore,"50% male, 50% female",20cycles,Grass,50.0,0.4,2.2,Medium Fast,Green,50.0,Flowering Pokémon,8
830,#0830,Eldegoss,Grass,Cotton Down / Regenerator,Effect Spore,"50% male, 50% female",20cycles,Grass,161.0,0.5,2.5,Medium Fast,Green,50.0,Cotton Bloom Pokémon,8
831,#0831,Wooloo,Normal,Fluffy / Run Away,Bulletproof,"50% male, 50% female",15cycles,Field,122.0,0.6,6.0,Medium Fast,White,50.0,Sheep Pokémon,8
832,#0832,Dubwool,Normal,Fluffy / Steadfast,Bulletproof,"50% male, 50% female",15cycles,Field,172.0,1.3,43.0,Medium Fast,White,50.0,Sheep Pokémon,8
833,#0833,Chewtle,Water,Strong Jaw / Shell Armor,Swift Swim,"50% male, 50% female",20cycles,Monster / Water 1,57.0,0.3,8.5,Medium Fast,Green,50.0,Snapping Pokémon,8
834,#0834,Drednaw,Water / Rock,Strong Jaw / Shell Armor,Swift Swim,"50% male, 50% female",20cycles,Monster / Water 1,170.0,1.0,115.5,Medium Fast,Green,50.0,Bite Pokémon,8
835,#0835,Yamper,Electric,Ball Fetch,Rattled,"50% male, 50% female",20cycles,Field,54.0,0.3,13.5,Fast,Yellow,50.0,Puppy Pokémon,8
836,#0836,Boltund,Electric,Strong Jaw,Competitive,"50% male, 50% female",20cycles,Field,172.0,1.0,34.0,Fast,Yellow,50.0,Dog Pokémon,8
837,#0837,Rolycoly,Rock,Steam Engine / Heatproof,Flash Fire,"50% male, 50% female",15cycles,Mineral,48.0,0.3,12.0,Medium Slow,Black,50.0,Coal Pokémon,8
838,#0838,Carkol,Rock / Fire,Steam Engine / Flame Body,Flash Fire,"50% male, 50% female",15cycles,Mineral,144.0,1.1,78.0,Medium Slow,Black,50.0,Coal Pokémon,8
839,#0839,Coalossal,Rock / Fire,Steam Engine / Flame Body,Flash Fire,"50% male, 50% female",15cycles,Mineral,255.0,2.8,310.5,Medium Slow,Black,50.0,Coal Pokémon,8
840,#0840,Applin,Grass / Dragon,Ripen / Gluttony,Bulletproof,"50% male, 50% female",20cycles,Grass / Dragon,52.0,0.2,0.5,Erratic,Green,50.0,Apple Core Pokémon,8
841,#0841,Flapple,Grass / Dragon,Ripen / Gluttony,Hustle,"50% male, 50% female",20cycles,Grass / Dragon,170.0,0.3,1.0,Erratic,Green,50.0,Apple Wing Pokémon,8
842,#0842,Appletun,Grass / Dragon,Ripen / Gluttony,Thick Fat,"50% male, 50% female",20cycles,Grass / Dragon,170.0,0.4,13.0,Erratic,Green,50.0,Apple Nectar Pokémon,8
843,#0843,Silicobra,Ground,Sand Spit / Shed Skin,Sand Veil,"50% male, 50% female",20cycles,Field / Dragon,63.0,2.2,7.6,Medium Fast,Green,50.0,Sand Snake Pokémon,8
844,#0844,Sandaconda,Ground,Sand Spit / Shed Skin,Sand Veil,"50% male, 50% female",20cycles,Field / Dragon,179.0,3.8,65.5,Medium Fast,Green,50.0,Sand Snake Pokémon,8
845,#0845,Cramorant,Flying / Water,Gulp Missile,None,"50% male, 50% female",20cycles,Water 1 / Flying,166.0,0.8,18.0,Medium Fast,Blue,50.0,Gulp Pokémon,8
846,#0846,Arrokuda,Water,Swift Swim,Propeller Tail,"50% male, 50% female",20cycles,Water 2,56.0,0.5,1.0,Slow,Brown,50.0,Rush Pokémon,8
847,#0847,Barraskewda,Water,Swift Swim,Propeller Tail,"50% male, 50% female",20cycles,Water 2,172.0,1.3,30.0,Slow,Brown,50.0,Skewer Pokémon,8
848,#0848,Toxel,Electric / Poison,Rattled / Static,Klutz,"50% male, 50% female",25cycles,No Eggs Discovered,48.0,0.4,11.0,Medium Slow,Purple,50.0,Baby Pokémon,8
849,#0849,Toxtricity,Electric / Poison,Punk Rock / Plus,Technician,"50% male, 50% female",25cycles,Human-Like,176.0,1.6,40.0,Medium Slow,Purple,50.0,Punk Pokémon,8
850,#0850,Sizzlipede,Fire / Bug,Flash Fire / White Smoke,Flame Body,"50% male, 50% female",20cycles,Bug,61.0,0.7,1.0,Medium Fast,Red,50.0,Radiator Pokémon,8
851,#0851,Centiskorch,Fire / Bug,Flash Fire / White Smoke,Flame Body,"50% male, 50% female",20cycles,Bug,184.0,3.0,120.0,Medium Fast,Red,50.0,Radiator Pokémon,8
852,#0852,Clobbopus,Fighting,Limber,Technician,"50% male, 50% female",25cycles,Water 1 / Human-Like,62.0,0.6,4.0,Medium Slow,Brown,50.0,Tantrum Pokémon,8
853,#0853,Grapploct,Fighting,Limber,Technician,"50% male, 50% female",25cycles,Water 1 / Human-Like,168.0,1.6,39.0,Medium Slow,Blue,50.0,Jujitsu Pokémon,8
854,#0854,Sinistea,Ghost,Weak Armor,Cursed Body,Gender unknown,20cycles,Mineral / Amorphous,62.0,0.1,0.2,Medium Fast,Purple,50.0,Black Tea Pokémon,8
855,#0855,Polteageist,Ghost,Weak Armor,Cursed Body,Gender unknown,20cycles,Mineral / Amorphous,178.0,0.2,0.4,Medium Fast,Purple,50.0,Black Tea Pokémon,8
856,#0856,Hatenna,Psychic,Healer / Anticipation,Magic Bounce,100% female,20cycles,Fairy,53.0,0.4,3.4,Slow,Pink,50.0,Calm Pokémon,8
857,#0857,Hattrem,Psychic,Healer / Anticipation,Magic Bounce,100% female,20cycles,Fairy,130.0,0.6,4.8,Slow,Pink,50.0,Serene Pokémon,8
858,#0858,Hatterene,Psychic / Fairy,Healer / Anticipation,Magic Bounce,100% female,20cycles,Fairy,255.0,2.1,5.1,Slow,Pink,50.0,Silent Pokémon,8
859,#0859,Impidimp,Dark / Fairy,Prankster / Frisk,Pickpocket,100% male,20cycles,Fairy / Human-Like,53.0,0.4,5.5,Medium Fast,Pink,50.0,Wily Pokémon,8
860,#0860,Morgrem,Dark / Fairy,Prankster / Frisk,Pickpocket,100% male,20cycles,Fairy / Human-Like,130.0,0.8,12.5,Medium Fast,Pink,50.0,Devious Pokémon,8
861,#0861,Grimmsnarl,Dark / Fairy,Prankster / Frisk,Pickpocket,100% male,20cycles,Fairy / Human-Like,255.0,1.5,61.0,Medium Fast,Purple,50.0,Bulk Up Pokémon,8
862,#0862,Obstagoon,Dark / Normal,Reckless / Guts,Defiant,"50% male, 50% female",15cycles,Field,260.0,1.6,46.0,Medium Fast,Gray,50.0,Blocking Pokémon,8
863,#0863,Perrserker,Steel,Battle Armor / Tough Claws,Steely Spirit,"50% male, 50% female",20cycles,Field,154.0,0.8,28.0,Medium Fast,Brown,50.0,Viking Pokémon,8
864,#0864,Cursola,Ghost,Weak Armor,Perish Body,"25% male, 75% female",20cycles,Water 1 / Water 3,179.0,1.0,0.4,Fast,White,50.0,Coral Pokémon,8
865,#0865,Sirfetch'd,Fighting,Steadfast,Scrappy,"50% male, 50% female",20cycles,Flying / Field,177.0,0.8,117.0,Medium Fast,White,50.0,Wild Duck Pokémon,8
866,#0866,Mr. Rime,Ice / Psychic,Tangled Feet / Screen Cleaner,Ice Body,"50% male, 50% female",25cycles,Human-Like,182.0,1.5,58.2,Medium Fast,Purple,50.0,Comedian Pokémon,8
867,#0867,Runerigus,Ground / Ghost,Wandering Spirit,None,"50% male, 50% female",25cycles,Mineral / Amorphous,169.0,1.6,66.6,Medium Fast,Gray,50.0,Grudge Pokémon,8
868,#0868,Milcery,Fairy,Sweet Veil,Aroma Veil,100% female,20cycles,Fairy / Amorphous,54.0,0.2,0.3,Medium Fast,White,50.0,Cream Pokémon,8
869,#0869,Alcremie,Fairy,Sweet Veil,Aroma Veil,100% female,20cycles,Fairy / Amorphous,173.0,0.3,0.5,Medium Fast,White,50.0,Cream Pokémon,8
870,#0870,Falinks,Fighting,Battle Armor,Defiant,Gender unknown,25cycles,Fairy / Mineral,165.0,3.0,62.0,Medium Fast,Yellow,50.0,Formation Pokémon,8
871,#0871,Pincurchin,Electric,Lightning Rod,Electric Surge,"50% male, 50% female",20cycles,Water 1 / Amorphous,152.0,0.3,1.0,Medium Fast,Purple,50.0,Sea Urchin Pokémon,8
872,#0872,Snom,Ice / Bug,Shield Dust,Ice Scales,"50% male, 50% female",20cycles,Bug,37.0,0.3,3.8,Medium Fast,White,50.0,Worm Pokémon,8
873,#0873,Frosmoth,Ice / Bug,Shield Dust,Ice Scales,"50% male, 50% female",20cycles,Bug,166.0,1.3,42.0,Medium Fast,White,50.0,Frost Moth Pokémon,8
874,#0874,Stonjourner,Rock,Power Spot,None,"50% male, 50% female",25cycles,Mineral,165.0,2.5,520.0,Slow,Gray,50.0,Big Rock Pokémon,8
875,#0875,Eiscue,Ice,Ice Face,None,"50% male, 50% female",25cycles,Water 1 / Field,165.0,1.4,89.0,Slow,Blue,50.0,Penguin Pokémon,8
876,#0876,Indeedee,Psychic / Normal,Own Tempo / Synchronize,Psychic Surge,"50% male, 50% female",40cycles,Fairy,166.0,0.9,28.0,Fast,Purple,140.0,Emotion Pokémon,8
877,#0877,Morpeko,Electric / Dark,Hunger Switch,None,"50% male, 50% female",10cycles,Field / Fairy,153.0,0.3,3.0,Medium Fast,Yellow,50.0,Two-Sided Pokémon,8
878,#0878,Cufant,Steel,Sheer Force,Heavy Metal,"50% male, 50% female",25cycles,Field / Mineral,66.0,1.2,100.0,Medium Fast,Yellow,50.0,Copperderm Pokémon,8
879,#0879,Copperajah,Steel,Sheer Force,Heavy Metal,"50% male, 50% female",25cycles,Field / Mineral,175.0,3.0,650.0,Medium Fast,Green,50.0,Copperderm Pokémon,8
880,#0880,Dracozolt,Electric / Dragon,Volt Absorb / Hustle,Sand Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,1.8,190.0,Slow,Green,50.0,Fossil Pokémon,8
881,#0881,Arctozolt,Electric / Ice,Volt Absorb / Static,Slush Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,2.3,150.0,Slow,Blue,50.0,Fossil Pokémon,8
882,#0882,Dracovish,Water / Dragon,Water Absorb / Strong Jaw,Sand Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,2.3,215.0,Slow,Green,50.0,Fossil Pokémon,8
883,#0883,Arctovish,Water / Ice,Water Absorb / Ice Body,Slush Rush,Gender unknown,35cycles,No Eggs Discovered,177.0,2.0,175.0,Slow,Blue,50.0,Fossil Pokémon,8
884,#0884,Duraludon,Steel / Dragon,Light Metal / Heavy Metal,Stalwart,"50% male, 50% female",30cycles,Mineral / Dragon,187.0,1.8,40.0,Medium Fast,White,50.0,Alloy Pokémon,8
885,#0885,Dreepy,Dragon / Ghost,Clear Body / Infiltrator,Cursed Body,"50% male, 50% female",40cycles,Amorphous / Dragon,54.0,0.5,2.0,Slow,Green,50.0,Lingering Pokémon,8
886,#0886,Drakloak,Dragon / Ghost,Clear Body / Infiltrator,Cursed Body,"50% male, 50% female",40cycles,Amorphous / Dragon,144.0,1.4,11.0,Slow,Green,50.0,Caretaker Pokémon,8
887,#0887,Dragapult,Dragon / Ghost,Clear Body / Infiltrator,Cursed Body,"50% male, 50% female",40cycles,Amorphous / Dragon,300.0,3.0,50.0,Slow,Green,50.0,Stealth Pokémon,8
888,#0888,Zacian,Fairy,Intrepid Sword,None,Gender unknown,120cycles,No Eggs Discovered,335.0,2.8,110.0,Slow,Blue,0.0,Warrior Pokémon,8
889,#0889,Zamazenta,Fighting,Dauntless Shield,None,Gender unknown,120cycles,No Eggs Discovered,335.0,2.9,210.0,Slow,Red,0.0,Warrior Pokémon,8
890,#0890,Eternatus,Poison / Dragon,Pressure,None,Gender unknown,120cycles,No Eggs Discovered,345.0,20.0,950.0,Slow,Purple,0.0,Gigantic Pokémon,8
891,#0891,Kubfu,Fighting,Inner Focus,None,"87.5% male, 12.5% female",120cycles,No Eggs Discovered,77.0,0.6,12.0,Slow,Gray,50.0,Wushu Pokémon,8
892,#0892,Urshifu,Fighting / Dark,Unseen Fist,None,"87.5% male, 12.5% female",120cycles,No Eggs Discovered,275.0,1.9,105.0,Slow,Gray,50.0,Wushu Pokémon,8
893,#0893,Zarude,Dark / Grass,Leaf Guard,None,Gender unknown,120cycles,No Eggs Discovered,300.0,1.8,70.0,Slow,Black,0.0,Rogue Monkey Pokémon,8
894,#0894,Regieleki,Electric,Transistor,None,Gender unknown,120cycles,No Eggs Discovered,290.0,1.2,145.0,Slow,Yellow,35.0,Electron Pokémon,8
895,#0895,Regidrago,Dragon,Dragon's Maw,None,Gender unknown,120cycles,No Eggs Discovered,290.0,2.1,200.0,Slow,Green,35.0,Dragon Orb Pokémon,8
896,#0896,Glastrier,Ice,Chilling Neigh,None,Gender unknown,120cycles,No Eggs Discovered,290.0,2.2,800.0,Slow,White,35.0,Wild Horse Pokémon,8
897,#0897,Spectrier,Ghost,Grim Neigh,None,Gender unknown,120cycles,No Eggs Discovered,290.0,2.0,44.5,Slow,Black,35.0,Swift Horse Pokémon,8
